REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,1/01/2015 0:00,7057.51,49.08,TRADE
NSW1,1/01/2015 0:30,6920.94,48.06,TRADE
NSW1,1/01/2015 1:00,6668.71,47.25,TRADE
NSW1,1/01/2015 1:30,6327.71,37.1,TRADE
NSW1,1/01/2015 2:00,6056.02,34.86,TRADE
NSW1,1/01/2015 2:30,5827.97,32.9,TRADE
NSW1,1/01/2015 3:00,5711.33,31.63,TRADE
NSW1,1/01/2015 3:30,5653.85,30.9,TRADE
NSW1,1/01/2015 4:00,5625.27,31.6,TRADE
NSW1,1/01/2015 4:30,5618.95,28.69,TRADE
NSW1,1/01/2015 5:00,5580.51,27.96,TRADE
NSW1,1/01/2015 5:30,5589.51,26.39,TRADE
NSW1,1/01/2015 6:00,5646.63,24.56,TRADE
NSW1,1/01/2015 6:30,5806.57,26.75,TRADE
NSW1,1/01/2015 7:00,5998.21,27.96,TRADE
NSW1,1/01/2015 7:30,6221.81,29.96,TRADE
NSW1,1/01/2015 8:00,6361.85,29.86,TRADE
NSW1,1/01/2015 8:30,6572.36,31.11,TRADE
NSW1,1/01/2015 9:00,6777.41,33.08,TRADE
NSW1,1/01/2015 9:30,6984.62,33.79,TRADE
NSW1,1/01/2015 10:00,7149.04,35.07,TRADE
NSW1,1/01/2015 10:30,7298.73,37.33,TRADE
NSW1,1/01/2015 11:00,7473.69,44.16,TRADE
NSW1,1/01/2015 11:30,7657.83,38.83,TRADE
NSW1,1/01/2015 12:00,7799.16,40.1,TRADE
NSW1,1/01/2015 12:30,7916.74,37.32,TRADE
NSW1,1/01/2015 13:00,8056.15,41.42,TRADE
NSW1,1/01/2015 13:30,8266.21,45.62,TRADE
NSW1,1/01/2015 14:00,8448.61,93.79,TRADE
NSW1,1/01/2015 14:30,8672.66,221.18,TRADE
NSW1,1/01/2015 15:00,8853.28,195.9,TRADE
NSW1,1/01/2015 15:30,9053.87,270.47,TRADE
NSW1,1/01/2015 16:00,9167.67,299.67,TRADE
NSW1,1/01/2015 16:30,9198.8,296.95,TRADE
NSW1,1/01/2015 17:00,9324.24,299.6,TRADE
NSW1,1/01/2015 17:30,9253.41,299.6,TRADE
NSW1,1/01/2015 18:00,9063.39,133.67,TRADE
NSW1,1/01/2015 18:30,8904.95,92.57,TRADE
NSW1,1/01/2015 19:00,8722.41,52.34,TRADE
NSW1,1/01/2015 19:30,8592.39,64.03,TRADE
NSW1,1/01/2015 20:00,8600.25,159.9,TRADE
NSW1,1/01/2015 20:30,8441.17,58.92,TRADE
NSW1,1/01/2015 21:00,8202.75,32.49,TRADE
NSW1,1/01/2015 21:30,8023.55,41.63,TRADE
NSW1,1/01/2015 22:00,7785.96,40.35,TRADE
NSW1,1/01/2015 22:30,7653.88,39.86,TRADE
NSW1,1/01/2015 23:00,7403.39,36.82,TRADE
NSW1,1/01/2015 23:30,7173.16,37.43,TRADE
NSW1,2/01/2015 0:00,7021.85,35.97,TRADE
NSW1,2/01/2015 0:30,6822.81,39.06,TRADE
NSW1,2/01/2015 1:00,6558.29,37.78,TRADE
NSW1,2/01/2015 1:30,6242.62,32.41,TRADE
NSW1,2/01/2015 2:00,6016.26,32.04,TRADE
NSW1,2/01/2015 2:30,5867.81,28.87,TRADE
NSW1,2/01/2015 3:00,5801.32,34.22,TRADE
NSW1,2/01/2015 3:30,5760.09,39.14,TRADE
NSW1,2/01/2015 4:00,5772.57,36.05,TRADE
NSW1,2/01/2015 4:30,5889.18,32.26,TRADE
NSW1,2/01/2015 5:00,5966.97,27.96,TRADE
NSW1,2/01/2015 5:30,6181.37,29.05,TRADE
NSW1,2/01/2015 6:00,6395.72,29.91,TRADE
NSW1,2/01/2015 6:30,6637.65,35.99,TRADE
NSW1,2/01/2015 7:00,6910.14,37.01,TRADE
NSW1,2/01/2015 7:30,7224.8,37.22,TRADE
NSW1,2/01/2015 8:00,7471.87,39.13,TRADE
NSW1,2/01/2015 8:30,7806.61,125.11,TRADE
NSW1,2/01/2015 9:00,8020.69,46.94,TRADE
NSW1,2/01/2015 9:30,8161.89,52.94,TRADE
NSW1,2/01/2015 10:00,8372.91,181.16,TRADE
NSW1,2/01/2015 10:30,8510.58,280.25,TRADE
NSW1,2/01/2015 11:00,8662.26,264.5,TRADE
NSW1,2/01/2015 11:30,8810.83,146.14,TRADE
NSW1,2/01/2015 12:00,8929.2,223.69,TRADE
NSW1,2/01/2015 12:30,9001.9,299.63,TRADE
NSW1,2/01/2015 13:00,9117.04,299.8,TRADE
NSW1,2/01/2015 13:30,9259.82,299.77,TRADE
NSW1,2/01/2015 14:00,9337.47,299.73,TRADE
NSW1,2/01/2015 14:30,9284.24,299.6,TRADE
NSW1,2/01/2015 15:00,9282.71,299.63,TRADE
NSW1,2/01/2015 15:30,9277.02,131.74,TRADE
NSW1,2/01/2015 16:00,9255.25,148.35,TRADE
NSW1,2/01/2015 16:30,9230.12,173.44,TRADE
NSW1,2/01/2015 17:00,9199.53,159.86,TRADE
NSW1,2/01/2015 17:30,9033.57,64.67,TRADE
NSW1,2/01/2015 18:00,8941.91,50.75,TRADE
NSW1,2/01/2015 18:30,8770.09,52.67,TRADE
NSW1,2/01/2015 19:00,8686.1,50.02,TRADE
NSW1,2/01/2015 19:30,8674.98,79.02,TRADE
NSW1,2/01/2015 20:00,8759.24,45.16,TRADE
NSW1,2/01/2015 20:30,8600.01,52.12,TRADE
NSW1,2/01/2015 21:00,8386.07,53.36,TRADE
NSW1,2/01/2015 21:30,8337.14,50.45,TRADE
NSW1,2/01/2015 22:00,8148.4,36.1,TRADE
NSW1,2/01/2015 22:30,8013.82,41.04,TRADE
NSW1,2/01/2015 23:00,7830.62,46.39,TRADE
NSW1,2/01/2015 23:30,7587.17,44.81,TRADE
NSW1,3/01/2015 0:00,7369.24,38.71,TRADE
NSW1,3/01/2015 0:30,7103.85,40.11,TRADE
NSW1,3/01/2015 1:00,6805.65,35.53,TRADE
NSW1,3/01/2015 1:30,6500.84,32.67,TRADE
NSW1,3/01/2015 2:00,6227.6,31.71,TRADE
NSW1,3/01/2015 2:30,6059.72,28.69,TRADE
NSW1,3/01/2015 3:00,5951.53,27.96,TRADE
NSW1,3/01/2015 3:30,5920.77,29.64,TRADE
NSW1,3/01/2015 4:00,5899.93,25.56,TRADE
NSW1,3/01/2015 4:30,5957.89,27.96,TRADE
NSW1,3/01/2015 5:00,5945.91,28.33,TRADE
NSW1,3/01/2015 5:30,5993.53,21.85,TRADE
NSW1,3/01/2015 6:00,6159.59,24.94,TRADE
NSW1,3/01/2015 6:30,6388.73,27.83,TRADE
NSW1,3/01/2015 7:00,6705.12,28.03,TRADE
NSW1,3/01/2015 7:30,7083.51,29.92,TRADE
NSW1,3/01/2015 8:00,7423.65,32.13,TRADE
NSW1,3/01/2015 8:30,7810.21,35.96,TRADE
NSW1,3/01/2015 9:00,8005.55,44.49,TRADE
NSW1,3/01/2015 9:30,8174.89,44.58,TRADE
NSW1,3/01/2015 10:00,8274.93,42.98,TRADE
NSW1,3/01/2015 10:30,8468.37,47.86,TRADE
NSW1,3/01/2015 11:00,8651.19,46.83,TRADE
NSW1,3/01/2015 11:30,8775.72,41.96,TRADE
NSW1,3/01/2015 12:00,8907.11,41.84,TRADE
NSW1,3/01/2015 12:30,9004.92,38.56,TRADE
NSW1,3/01/2015 13:00,9166.45,41.05,TRADE
NSW1,3/01/2015 13:30,9245.85,41.96,TRADE
NSW1,3/01/2015 14:00,9313.02,42.43,TRADE
NSW1,3/01/2015 14:30,9438.61,43.83,TRADE
NSW1,3/01/2015 15:00,9565.05,44.65,TRADE
NSW1,3/01/2015 15:30,9684.68,46.17,TRADE
NSW1,3/01/2015 16:00,9776.91,48.61,TRADE
NSW1,3/01/2015 16:30,9726.92,42.82,TRADE
NSW1,3/01/2015 17:00,9793.2,87.17,TRADE
NSW1,3/01/2015 17:30,9677.17,38.99,TRADE
NSW1,3/01/2015 18:00,9624.86,38.45,TRADE
NSW1,3/01/2015 18:30,9419.48,34.24,TRADE
NSW1,3/01/2015 19:00,9165.93,41.9,TRADE
NSW1,3/01/2015 19:30,8937.24,41.96,TRADE
NSW1,3/01/2015 20:00,8937.53,44.45,TRADE
NSW1,3/01/2015 20:30,8794.29,49.68,TRADE
NSW1,3/01/2015 21:00,8500.13,42.51,TRADE
NSW1,3/01/2015 21:30,8357.49,38.92,TRADE
NSW1,3/01/2015 22:00,8130.8,33.89,TRADE
NSW1,3/01/2015 22:30,7915.78,34.7,TRADE
NSW1,3/01/2015 23:00,7613.03,29.71,TRADE
NSW1,3/01/2015 23:30,7306.6,29.15,TRADE
NSW1,4/01/2015 0:00,7088.0,27.41,TRADE
NSW1,4/01/2015 0:30,6824.96,28.89,TRADE
NSW1,4/01/2015 1:00,6601.17,27.75,TRADE
NSW1,4/01/2015 1:30,6295.69,24.61,TRADE
NSW1,4/01/2015 2:00,6104.46,25.6,TRADE
NSW1,4/01/2015 2:30,5985.68,22.67,TRADE
NSW1,4/01/2015 3:00,5934.04,22.38,TRADE
NSW1,4/01/2015 3:30,5882.88,20.32,TRADE
NSW1,4/01/2015 4:00,5857.85,20.14,TRADE
NSW1,4/01/2015 4:30,5872.42,21.52,TRADE
NSW1,4/01/2015 5:00,5851.28,18.96,TRADE
NSW1,4/01/2015 5:30,5885.85,18.96,TRADE
NSW1,4/01/2015 6:00,6005.61,18.96,TRADE
NSW1,4/01/2015 6:30,6278.26,19.6,TRADE
NSW1,4/01/2015 7:00,6544.54,23.52,TRADE
NSW1,4/01/2015 7:30,6853.5,26.07,TRADE
NSW1,4/01/2015 8:00,7094.17,26.1,TRADE
NSW1,4/01/2015 8:30,7439.69,28.05,TRADE
NSW1,4/01/2015 9:00,7765.0,30.15,TRADE
NSW1,4/01/2015 9:30,8039.13,30.44,TRADE
NSW1,4/01/2015 10:00,8291.87,32.64,TRADE
NSW1,4/01/2015 10:30,8532.12,32.74,TRADE
NSW1,4/01/2015 11:00,8798.72,34.04,TRADE
NSW1,4/01/2015 11:30,8972.46,35.13,TRADE
NSW1,4/01/2015 12:00,9173.52,39.11,TRADE
NSW1,4/01/2015 12:30,9404.24,39.56,TRADE
NSW1,4/01/2015 13:00,9500.23,41.87,TRADE
NSW1,4/01/2015 13:30,9592.57,84.78,TRADE
