REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,13/09/2015 10:30,7020.98,36.29,TRADE
NSW1,13/09/2015 11:00,6895.06,35.25,TRADE
NSW1,13/09/2015 11:30,6803.23,34.33,TRADE
NSW1,13/09/2015 12:00,6804.59,37.39,TRADE
NSW1,13/09/2015 12:30,6735.95,36.5,TRADE
NSW1,13/09/2015 13:00,6671.29,34.15,TRADE
NSW1,13/09/2015 13:30,6627.99,31.14,TRADE
NSW1,13/09/2015 14:00,6584.91,31.34,TRADE
NSW1,13/09/2015 14:30,6674.2,35.43,TRADE
NSW1,13/09/2015 15:00,6765.64,37.36,TRADE
NSW1,13/09/2015 15:30,6827.1,34.57,TRADE
NSW1,13/09/2015 16:00,6963.6,33.04,TRADE
NSW1,13/09/2015 16:30,7082.79,33.84,TRADE
NSW1,13/09/2015 17:00,7343.45,39.92,TRADE
NSW1,13/09/2015 17:30,7463.21,37.9,TRADE
NSW1,13/09/2015 18:00,7769.85,41.52,TRADE
NSW1,13/09/2015 18:30,8248.58,50.33,TRADE
NSW1,13/09/2015 19:00,8308.87,45.13,TRADE
NSW1,13/09/2015 19:30,8147.05,39.3,TRADE
NSW1,13/09/2015 20:00,7882.53,37.38,TRADE
NSW1,13/09/2015 20:30,7736.16,37.55,TRADE
NSW1,13/09/2015 21:00,7595.5,35.36,TRADE
NSW1,13/09/2015 21:30,7439.56,34.07,TRADE
NSW1,13/09/2015 22:00,7257.91,32.42,TRADE
NSW1,13/09/2015 22:30,7237.63,35.17,TRADE
NSW1,13/09/2015 23:00,7138.67,34.64,TRADE
NSW1,13/09/2015 23:30,7082.39,35.61,TRADE
NSW1,14/09/2015 0:00,6973.47,33.93,TRADE
NSW1,14/09/2015 0:30,6744.11,31.21,TRADE
NSW1,14/09/2015 1:00,6596.1,33.01,TRADE
NSW1,14/09/2015 1:30,6472.86,34.05,TRADE
NSW1,14/09/2015 2:00,6297.4,33.17,TRADE
NSW1,14/09/2015 2:30,6019.33,31.3,TRADE
NSW1,14/09/2015 3:00,5894.12,31.89,TRADE
NSW1,14/09/2015 3:30,5814.22,30.51,TRADE
NSW1,14/09/2015 4:00,5771.25,27.91,TRADE
NSW1,14/09/2015 4:30,5754.5,23.66,TRADE
NSW1,14/09/2015 5:00,5867.71,29.12,TRADE
NSW1,14/09/2015 5:30,6196.08,34.88,TRADE
NSW1,14/09/2015 6:00,6569.21,24.52,TRADE
NSW1,14/09/2015 6:30,7130.11,29.36,TRADE
NSW1,14/09/2015 7:00,7723.64,39.08,TRADE
NSW1,14/09/2015 7:30,7886.4,36.48,TRADE
NSW1,14/09/2015 8:00,7985.48,37.54,TRADE
NSW1,14/09/2015 8:30,8025.99,37.44,TRADE
NSW1,14/09/2015 9:00,7934.08,37.36,TRADE
NSW1,14/09/2015 9:30,7908.18,36.6,TRADE
NSW1,14/09/2015 10:00,7884.65,37.17,TRADE
NSW1,14/09/2015 10:30,7865.19,36.82,TRADE
NSW1,14/09/2015 11:00,7861.48,35.59,TRADE
NSW1,14/09/2015 11:30,7807.52,36.9,TRADE
NSW1,14/09/2015 12:00,7760.39,37.35,TRADE
