REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,20/10/2015 1:30,6377.14,29.09,TRADE
NSW1,20/10/2015 2:00,6151.23,26.41,TRADE
NSW1,20/10/2015 2:30,5998.46,24.92,TRADE
NSW1,20/10/2015 3:00,5869.16,25.26,TRADE
NSW1,20/10/2015 3:30,5883.39,25.24,TRADE
NSW1,20/10/2015 4:00,5950.7,25.87,TRADE
NSW1,20/10/2015 4:30,6171.35,29.57,TRADE
NSW1,20/10/2015 5:00,6470.26,37.76,TRADE
NSW1,20/10/2015 5:30,6924.23,45.9,TRADE
NSW1,20/10/2015 6:00,7435.43,49.11,TRADE
NSW1,20/10/2015 6:30,7778.49,47.13,TRADE
NSW1,20/10/2015 7:00,8083.66,47.81,TRADE
NSW1,20/10/2015 7:30,8197.82,45.74,TRADE
NSW1,20/10/2015 8:00,8324.78,44.28,TRADE
NSW1,20/10/2015 8:30,8382.47,48.87,TRADE
NSW1,20/10/2015 9:00,8558.71,49.09,TRADE
NSW1,20/10/2015 9:30,8579.64,50.5,TRADE
NSW1,20/10/2015 10:00,8671.03,48.97,TRADE
NSW1,20/10/2015 10:30,8717.14,47.78,TRADE
NSW1,20/10/2015 11:00,8783.59,48.97,TRADE
NSW1,20/10/2015 11:30,8885.38,48.98,TRADE
NSW1,20/10/2015 12:00,8945.7,49.18,TRADE
NSW1,20/10/2015 12:30,9050.02,48.9,TRADE
NSW1,20/10/2015 13:00,9193.03,56.85,TRADE
NSW1,20/10/2015 13:30,9246.12,48.59,TRADE
NSW1,20/10/2015 14:00,9291.45,50.74,TRADE
NSW1,20/10/2015 14:30,9335.07,53.96,TRADE
NSW1,20/10/2015 15:00,9421.28,50.95,TRADE
NSW1,20/10/2015 15:30,9456.56,51.07,TRADE
NSW1,20/10/2015 16:00,9361.64,49.95,TRADE
NSW1,20/10/2015 16:30,9238.29,49.98,TRADE
NSW1,20/10/2015 17:00,9156.24,49.49,TRADE
NSW1,20/10/2015 17:30,9033.1,48.44,TRADE
NSW1,20/10/2015 18:00,8934.16,42.42,TRADE
NSW1,20/10/2015 18:30,8854.88,40.72,TRADE
NSW1,20/10/2015 19:00,8868.65,48.52,TRADE
NSW1,20/10/2015 19:30,8689.54,44.05,TRADE
NSW1,20/10/2015 20:00,8411.75,44.56,TRADE
NSW1,20/10/2015 20:30,8234.85,43.29,TRADE
NSW1,20/10/2015 21:00,7937.47,36.92,TRADE
NSW1,20/10/2015 21:30,7859.21,36.7,TRADE
NSW1,20/10/2015 22:00,7700.61,34.43,TRADE
NSW1,20/10/2015 22:30,7712.33,42.25,TRADE
NSW1,20/10/2015 23:00,7513.27,34.81,TRADE
NSW1,20/10/2015 23:30,7342.75,36.96,TRADE
NSW1,21/10/2015 0:00,7204.74,37.9,TRADE
NSW1,21/10/2015 0:30,7063.78,37.24,TRADE
NSW1,21/10/2015 1:00,6808.12,35.31,TRADE
NSW1,21/10/2015 1:30,6521.69,30.39,TRADE
NSW1,21/10/2015 2:00,6192.27,25.19,TRADE
NSW1,21/10/2015 2:30,5938.98,24.8,TRADE
NSW1,21/10/2015 3:00,5881.3,25.2,TRADE
NSW1,21/10/2015 3:30,5867.65,25.45,TRADE
NSW1,21/10/2015 4:00,5956.56,25.4,TRADE
NSW1,21/10/2015 4:30,6229.19,27.33,TRADE
NSW1,21/10/2015 5:00,6504.62,33.66,TRADE
NSW1,21/10/2015 5:30,6997.82,34.06,TRADE
NSW1,21/10/2015 6:00,7428.28,41.88,TRADE
NSW1,21/10/2015 6:30,7862.39,47.07,TRADE
NSW1,21/10/2015 7:00,8178.19,49.65,TRADE
NSW1,21/10/2015 7:30,8346.19,47.22,TRADE
NSW1,21/10/2015 8:00,8423.85,48.29,TRADE
NSW1,21/10/2015 8:30,8617.72,49.47,TRADE
NSW1,21/10/2015 9:00,8712.64,47.79,TRADE
NSW1,21/10/2015 9:30,8792.81,47.36,TRADE
NSW1,21/10/2015 10:00,8804.98,46.11,TRADE
NSW1,21/10/2015 10:30,8812.69,47.57,TRADE
NSW1,21/10/2015 11:00,8768.51,46.1,TRADE
NSW1,21/10/2015 11:30,8692.73,43.24,TRADE
NSW1,21/10/2015 12:00,8718.1,44.38,TRADE
NSW1,21/10/2015 12:30,8752.94,48.34,TRADE
NSW1,21/10/2015 13:00,8746.49,47.42,TRADE
NSW1,21/10/2015 13:30,8773.23,46.15,TRADE
NSW1,21/10/2015 14:00,8759.9,44.01,TRADE
NSW1,21/10/2015 14:30,8752.8,41.9,TRADE
NSW1,21/10/2015 15:00,8780.75,44.11,TRADE
NSW1,21/10/2015 15:30,8788.3,43.22,TRADE
NSW1,21/10/2015 16:00,8851.4,42.08,TRADE
NSW1,21/10/2015 16:30,8765.69,41.88,TRADE
NSW1,21/10/2015 17:00,8804.63,41.96,TRADE
NSW1,21/10/2015 17:30,8677.45,41.96,TRADE
NSW1,21/10/2015 18:00,8670.23,41.96,TRADE
NSW1,21/10/2015 18:30,8570.65,40.73,TRADE
NSW1,21/10/2015 19:00,8626.11,41.96,TRADE
NSW1,21/10/2015 19:30,8471.52,41.96,TRADE
NSW1,21/10/2015 20:00,8244.51,40.4,TRADE
