REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,20/10/2019 14:00,5748.55,43.09,TRADE
NSW1,20/10/2019 14:30,5853.46,46.49,TRADE
NSW1,20/10/2019 15:00,6132.23,48.87,TRADE
NSW1,20/10/2019 15:30,6330.66,51.78,TRADE
NSW1,20/10/2019 16:00,6563.74,56.81,TRADE
NSW1,20/10/2019 16:30,6792.4,90.96,TRADE
NSW1,20/10/2019 17:00,7194.76,82.83,TRADE
NSW1,20/10/2019 17:30,7411.63,96.43,TRADE
NSW1,20/10/2019 18:00,7631.89,146.27,TRADE
NSW1,20/10/2019 18:30,7689.57,168.53,TRADE
NSW1,20/10/2019 19:00,7794.19,137.6,TRADE
NSW1,20/10/2019 19:30,7718.95,93.65,TRADE
NSW1,20/10/2019 20:00,7603.64,96.78,TRADE
NSW1,20/10/2019 20:30,7428.95,96.62,TRADE
NSW1,20/10/2019 21:00,7225.13,82.35,TRADE
NSW1,20/10/2019 21:30,7130.33,92.95,TRADE
NSW1,20/10/2019 22:00,7040.66,95.11,TRADE
NSW1,20/10/2019 22:30,7001.44,96.37,TRADE
NSW1,20/10/2019 23:00,6887.65,89.76,TRADE
NSW1,20/10/2019 23:30,6829.65,75.38,TRADE
NSW1,21/10/2019 0:00,6745.85,76.83,TRADE
NSW1,21/10/2019 0:30,6663.66,82.29,TRADE
NSW1,21/10/2019 1:00,6505.18,82.33,TRADE
NSW1,21/10/2019 1:30,6338.32,84.05,TRADE
NSW1,21/10/2019 2:00,6149.79,84.54,TRADE
NSW1,21/10/2019 2:30,6048.8,87.47,TRADE
NSW1,21/10/2019 3:00,5983.69,85.99,TRADE
NSW1,21/10/2019 3:30,6017.85,86.94,TRADE
NSW1,21/10/2019 4:00,6103.91,88.3,TRADE
NSW1,21/10/2019 4:30,6387.62,105.95,TRADE
NSW1,21/10/2019 5:00,6687.38,117.48,TRADE
NSW1,21/10/2019 5:30,7125.47,107.63,TRADE
NSW1,21/10/2019 6:00,7589.32,125.95,TRADE
NSW1,21/10/2019 6:30,7784.48,110.79,TRADE
NSW1,21/10/2019 7:00,7877.5,96.58,TRADE
NSW1,21/10/2019 7:30,7722.84,79.09,TRADE
