REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,15/03/2019 9:30,8392.33,97.79,TRADE
NSW1,15/03/2019 10:00,8330.3,113.09,TRADE
NSW1,15/03/2019 10:30,8267.15,113.04,TRADE
NSW1,15/03/2019 11:00,8275.85,116.78,TRADE
NSW1,15/03/2019 11:30,8306.4,125.29,TRADE
NSW1,15/03/2019 12:00,8219.13,115.5,TRADE
NSW1,15/03/2019 12:30,8150.6,117.17,TRADE
NSW1,15/03/2019 13:00,8069.97,115.0,TRADE
NSW1,15/03/2019 13:30,7965.44,119.5,TRADE
NSW1,15/03/2019 14:00,7942.87,121.45,TRADE
NSW1,15/03/2019 14:30,7933.4,124.33,TRADE
NSW1,15/03/2019 15:00,8037.63,110.81,TRADE
NSW1,15/03/2019 15:30,8118.15,103.55,TRADE
NSW1,15/03/2019 16:00,8161.81,112.37,TRADE
NSW1,15/03/2019 16:30,8135.79,106.98,TRADE
NSW1,15/03/2019 17:00,8206.88,108.57,TRADE
NSW1,15/03/2019 17:30,8110.99,100.27,TRADE
NSW1,15/03/2019 18:00,8128.04,115.35,TRADE
NSW1,15/03/2019 18:30,8101.88,110.42,TRADE
NSW1,15/03/2019 19:00,8184.46,100.2,TRADE
NSW1,15/03/2019 19:30,8129.59,100.83,TRADE
NSW1,15/03/2019 20:00,7997.11,105.11,TRADE
NSW1,15/03/2019 20:30,7820.94,89.61,TRADE
NSW1,15/03/2019 21:00,7611.32,77.37,TRADE
NSW1,15/03/2019 21:30,7558.08,67.53,TRADE
NSW1,15/03/2019 22:00,7467.32,61.43,TRADE
NSW1,15/03/2019 22:30,7110.26,52.78,TRADE
NSW1,15/03/2019 23:00,7096.34,55.96,TRADE
NSW1,15/03/2019 23:30,7268.16,68.41,TRADE
NSW1,16/03/2019 0:00,7177.52,76.93,TRADE
NSW1,16/03/2019 0:30,6984.0,69.36,TRADE
NSW1,16/03/2019 1:00,6762.43,63.19,TRADE
NSW1,16/03/2019 1:30,6455.59,59.56,TRADE
NSW1,16/03/2019 2:00,6195.1,62.15,TRADE
NSW1,16/03/2019 2:30,6042.0,62.02,TRADE
NSW1,16/03/2019 3:00,5997.74,59.65,TRADE
NSW1,16/03/2019 3:30,5959.59,60.78,TRADE
NSW1,16/03/2019 4:00,5990.31,61.9,TRADE
NSW1,16/03/2019 4:30,6096.06,61.95,TRADE
NSW1,16/03/2019 5:00,6199.77,55.12,TRADE
